3749	25
27.487000	27.528900	108.509000	26.765900	74.980900	100.089000	81.017400	18.191200	123.039000	1.999990	641.695000	172.617000	170.708000	164.184000	137.958000	133.711000	179.605000	29.993600	7.908290	129.046000	126.994000	50.044500	91.247200	130.174000	18.186200	377.042000
25.266500	24.991300	100.603000	26.580800	75.010100	92.999900	75.337300	15.462900	118.025000	2.996850	597.639000	170.664000	168.922000	164.113000	139.093000	133.079000	179.367000	29.993600	8.708440	128.815000	127.096000	116.401000	88.232600	129.677000	15.465100	415.521000
28.063600	31.745900	111.876000	29.607500	80.004000	97.109000	83.812100	12.555800	124.482000	2.001160	662.966000	173.152000	171.291000	164.000000	136.582000	134.086000	134.994000	29.993600	5.486790	130.429000	128.517000	175.679000	94.897800	126.712000	12.555800	378.084000
26.519400	29.513000	110.061000	28.966000	75.000900	99.080600	83.536900	14.210200	126.655000	2.496410	661.051000	173.016000	171.485000	164.071000	138.860000	133.735000	180.129000	29.993600	5.730330	129.351000	127.188000	39.178100	89.487400	127.973000	14.217500	355.388000
28.297200	25.045400	108.586000	27.549800	79.985700	93.096000	80.289200	12.015200	121.766000	2.002580	635.737000	172.489000	170.742000	164.198000	136.676000	133.765000	134.994000	29.993600	5.621390	130.265000	128.445000	175.983000	94.777400	125.520000	12.015200	324.407000
27.067200	23.365900	95.180400	22.935500	57.006200	77.669200	68.095400	9.007470	98.746200	1.505520	542.025000	165.931000	163.961000	158.434000	133.334000	128.202000	172.411000	29.993600	8.887980	123.849000	121.398000	56.179900	90.670700	126.777000	9.014540	308.691000
28.511200	20.873100	106.074000	25.309500	67.103300	92.025300	77.569300	13.654600	113.560000	1.502490	615.694000	170.158000	168.252000	163.033000	136.823000	131.601000	176.511000	29.993600	8.171120	127.109000	124.806000	52.076500	94.641900	130.086000	13.661100	396.755000
25.997300	23.002100	103.205000	27.356900	79.986400	89.991500	77.208200	12.134200	116.456000	2.002840	610.971000	171.522000	169.845000	164.080000	136.728000	133.346000	134.994000	23.063400	2.115400	129.988000	128.289000	175.551000	90.607200	126.702000	12.134200	327.355000
28.097200	31.819300	112.639000	29.717400	79.994900	98.001400	84.541500	13.038900	123.744000	2.001070	668.263000	173.302000	171.501000	164.093000	136.660000	134.146000	134.994000	27.843200	2.674850	130.468000	128.431000	175.728000	94.419700	126.815000	13.038900	389.422000
23.994600	27.813800	99.141700	26.728800	74.989400	90.109000	75.147300	12.911300	115.817000	2.997280	595.329000	170.431000	168.672000	164.091000	138.742000	132.717000	180.473000	29.987800	5.774680	128.510000	126.780000	108.199000	85.534100	128.650000	12.911300	418.812000
23.621800	20.529700	96.677200	25.096600	75.004600	86.105200	73.055700	11.865600	113.897000	1.993460	579.791000	169.876000	168.154000	164.166000	139.387000	132.462000	135.501000	29.982100	8.033540	128.513000	126.850000	109.141000	84.384600	129.291000	11.865600	377.758000
25.381300	22.857100	87.902200	21.035900	75.006700	74.965000	62.512800	11.343500	104.788000	2.048850	495.760000	168.348000	166.695000	164.086000	146.341000	132.480000	177.290000	28.206100	4.849440	127.900000	126.596000	48.563800	87.536000	127.604000	11.357100	261.060000
27.986900	19.177100	108.062000	27.929500	79.980200	93.025400	80.076000	12.007600	120.917000	2.004620	632.693000	172.433000	170.603000	163.948000	136.588000	133.723000	134.994000	29.975300	6.841470	130.230000	128.482000	175.307000	94.918600	126.622000	12.008100	330.976000
25.243200	24.351400	100.421000	26.543300	74.984800	92.118600	75.178000	14.926700	117.600000	2.997280	595.559000	170.633000	168.900000	164.176000	138.530000	132.960000	179.080000	29.993600	9.666470	128.807000	127.086000	114.830000	88.303000	129.318000	14.926700	434.661000
27.584400	20.761800	102.241000	24.796300	75.021900	89.026000	74.652800	14.026900	115.324000	1.497430	591.487000	170.814000	169.021000	164.195000	138.284000	132.791000	178.222000	29.993600	8.947960	128.760000	126.893000	50.646200	91.846600	129.996000	14.011300	309.257000
